id,question,gold_program,gold_answer,program_step1,program_step2
NKE/2009/page_43.pdf-2,Phần trăm của tổng số dư nợ là do các khoản vay phải trả đến hạn vào các ngày được thỏa thuận chung trong vòng một năm kể từ ngày phát hành hoặc theo yêu cầu là bao nhiêu?,"add(342.9, 78.5), divide(342.9, #0)",0.81372,"divide(342.9, 421.4)","divide(342.9, 421.4)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA6,"Dựa vào doanh thu dự kiến của mảng kháng sinh trong năm tài chính 2020 và tổng doanh thu, doanh thu từ tất cả các mảng khác cộng lại là bao nhiêu tỷ đồng?","subtract(3786, 1506)",2280.0,"**

```plaintext
subtract(3786, 1506)
```

**","subtract(3786, 1506)"
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QB8,Tính giá trị cổ phiếu HSG trung bình dựa trên giá theo từng phương pháp P/E và EV/EBITDA.,"multiply(11963, 0.7), multiply(27789, 0.3), add(#0, #1)",16710.8,"multiply(11963, 0.70), multiply(27789, 0.30), add(#0, #1)","multiply(11963, 0.70), multiply(27789, 0.30), add(#0, #1)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB2,Tỷ lệ tăng trưởng thu nhập lãi thuần của MBB trong năm 2018 so với năm 2017 là bao nhiêu phần trăm?,"subtract(14583, 11219), divide(#0, 11219)",0.29985,"subtract(14583, 11219), divide(#0, 11219), multiply(#0, 100)","subtract(14583, 11219), divide(#0, 11219)"
MRO/2004/page_125.pdf-1,Số dư kết thúc trung bình trong số dư dòng tiền chiết khấu là bao nhiêu?,"table_average(cuối năm, none)",5970.33333,"table_average(Số dư kết thúc, none)","table_average(Số dư kết thúc, none)"
RSG/2012/page_93.pdf-1,Sự thay đổi trong dự phòng các khoản phải thu khó đòi năm 2012 là bao nhiêu?,"subtract(45.3, 48.1)",-2.8,"subtract(45.3, 48.1)
```

Kết quả:
```plaintext","subtract(45.3, 48.1)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA4,tốc độ tăng trưởng thu nhập lãi thuần cả năm từ 2018 đến 2019 là bao nhiêu phần trăm?,"subtract(34732, 28538), divide(#0, 28538)",0.21704,"subtract(38207, 34732), divide(#0, 34732)
```

Kết quả sẽ là:

```plaintext","subtract(38207, 34732), divide(#0, 34732)"
AMT/2016/page_125.pdf-1,Thay đổi ròng trong số dư các lợi ích thuế chưa được công nhận trong năm 2016 là bao nhiêu?,"subtract(107551, 28114)",79437.0,"subtract(107551, 28114)","subtract(107551, 28114)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA7,lợi nhuận trên mỗi cổ phần (đồng) đã tăng bao nhiêu từ cuối năm 2017 đến cuối năm 2019?,"subtract(4481, 1994)",2487.0,"subtract(4651, 3584), divide(#0, 3584)
```

Kết quả sẽ là:

```plaintext","subtract(4651, 3584), divide(#0, 3584)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QB4,Tính mức chênh lệch phần trăm giữa tăng trưởng doanh thu và lợi nhuận của ngành bất động sản.,"subtract(52.04, 23.83)",28.21,"subtract(52.04, 23.83)","subtract(52.04, 23.83)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA4,Chênh lệch giữa tăng trưởng lợi nhuận và tăng trưởng doanh thu của ngành Công nghệ thông tin là bao nhiêu điểm phần trăm?,"subtract(37.70, -13.75)",51.45,"subtract(37.70, -13.75)
```

Kết quả sẽ là:

```plaintext","subtract(37.70, -13.75)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB9,Tính mức tăng trưởng EPS từ năm 2018 đến 2019.,"subtract(3.972, 2.829), divide(#0, 2.829)",0.40403,"subtract(3972, 2829), divide(#0, 2829), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(3972, 2829), divide(#0, 2829), multiply(#0, 100)"
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB5,EPS (thu nhập trên mỗi cổ phiếu) giảm bao nhiêu từ năm 2017 đến 2019F?,"subtract(4646, 4913)",-267.0,"subtract(4913, 4646)","subtract(4913, 4646)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA4,thu nhập trên mỗi cổ phiếu (eps) của ppc đã tăng bao nhiêu từ năm 2018 đến năm 2019?,"subtract(3885, 3501)",384.0,"subtract(3885, 3501), divide(#0, 3501)
```

Now, let's calculate the","subtract(3885, 3501), divide(#0, 3501)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA8,Tính tổng doanh thu từ năm 2016 đến năm 2021(F) (tỷ đồng).,"table_sum(Doanh thu, none)",47014.0,"add(7783, 8687), add(#0, 9052), add(#0, 8310), add(#0, 5977), add(#0, 7205)
```

Bây giờ, thực hiện các phép toán:

1. add(7783, 8687) = 16470
2. add(16470, 9052) = 25522
3. add(25522, 8310) = 33832
4. add(33832, 5977) = 39809
5. add(39809, 7205) = 47014

Vậy, tổng doanh thu từ năm 2016 đến năm 2021(F) là 47014 tỷ đồng.

```plaintext","add(7783, 8687), add(#0, 9052), add(#0, 8310), add(#0, 5977), add(#0, 7205)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA8,"Sử dụng tổng doanh thu cho năm tài chính 2021, biên lợi nhuận ròng ngụ ý là bao nhiêu?","divide(743, 3871)",0.19194,"divide(743, 3871)","divide(743, 3871)"
PNC/2012/page_174.pdf-5,"Trong năm 2012, tỷ lệ phần trăm tổng số TDR liên quan đến các khoản vay thương mại là bao nhiêu?","divide(541, 2859)",0.18923,"divide(541, 2859)
```

Kết quả là số thập phân:
```plaintext","divide(541, 2859)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA9,Doanh thu thấp nhất trong giai đoạn từ năm 2016 đến năm 2021(F) là bao nhiêu (tỷ đồng)?,"table_min(Doanh thu, none)",5977.0,"table_min(Doanh thu, none)","table_min(Doanh thu, none)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA8,Chênh lệch giữa tỷ lệ P/B khuyến nghị  và P/B dự phóng cho năm 2020 là bao nhiêu?,"subtract(3.38, 2.7)",0.68,"```plaintext
subtract(3.38, 2.7)",...
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB9,"dự báo năm 2020, biên lợi nhuận giảm bao nhiêu phần trăm do biến động nguyên vật liệu?","subtract(21.2%, 19.2%)",0.02,"subtract(21.2, 19.2), divide(#0, 21.2), multiply(#0, 100)","subtract(21.2, 19.2), divide(#0, 21.2)"
SNA/2013/page_84.pdf-1,"năm 2013, tỷ lệ phần trăm của các khoản dự phòng nợ khó đòi là bao nhiêu?","divide(14.9, 546.5)",0.02726,"divide(-14.9, 531.6), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","multiply(-14.9, 100), divide(#0, 531.6)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB2,Tính tỷ lệ phần trăm tăng trưởng doanh thu từ năm 2019 đến năm 2020 dự báo.,"subtract(5474, 4929), divide(#0, 4929)",0.11057,"subtract(5474, 4929), divide(#0, 4929), multiply(#0, 100)","subtract(5474, 4929), divide(#0, 4929), multiply(#0, 100)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB5,Tính tỷ lệ lợi nhuận hoạt động kinh doanh (LNHĐKD) trung bình trong giai đoạn 2015 đến dự phóng 2020.,"table_average(Tỷ lệ LNHĐKD (%), none)",14.6,"table_average(Tỷ lệ LNHĐKD (%), none)","table_average(Tỷ lệ LNHĐKD (%), none)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA8,Tăng trưởng doanh thu trung bình của ngành Y tế và ngành Tiêu dùng thiết yếu là bao nhiêu?,"add(6.05, 6.46), divide(#0, 2)",6.255,"table_average([6.05, 6.46], none)","table_average([6.05, 6.46], none)"
ETR/2004/page_239.pdf-1,Mức giảm doanh thu bán buôn gộp tính theo phần trăm so với doanh thu ròng năm 2003 là bao nhiêu?,"divide(35.9, 426.6)",0.08415,"divide(35.9, 426.6), multiply(#0, 100)","divide(35.9, 426.6), multiply(#0, 100)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA3,chênh lệch giữa lợi nhuận hoạt động kinh doanh cao nhất và thấp nhất (tỷ VNĐ) trong giai đoạn được hiển thị trong bảng là bao nhiêu?,"table_max(Lợi nhuận HĐKD (VNDbn), none), table_min(Lợi nhuận HĐKD (VNDbn), none), subtract(#0, #1)",132.0,"```plaintext
table_max(LNTT (VNDbn), none), table_min(LNTT (VNDbn), none), subtract(#0, #1)","```plaintext
program: table_max(LNTT (VNDbn), none), table_min(LNTT (VNDbn), none), subtract(#0, #1)"
AAL/2016/page_8.pdf-2,Phần nào trong tổng số nhân viên toàn thời gian của các hoạt động chính là tiếp viên hàng không?,"divide(24700, 101500)",0.24335,"divide(26900, 122300)","divide(26900, 122300)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA4,Tổng lntt kế hoạch cho năm 2020 là bao nhiêu tỷ đồng?,"divide(172, 26.4%)",651.51515,answer: 652.0,answer: 652.0
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA7,Doanh thu dự kiến của mảng lương thực – gạo trong năm 2021 là bao nhiêu tỷ đồng?,"add(1, 0.409), multiply(1386, #0)",1952.874,"add(1, 0.409), multiply(1.386, #0)","add(1, 0.409), multiply(1.386, #0)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA1,Tốc độ tăng trưởng lợi nhuận sau thuế (LNST) dự báo cho năm 2020 so với năm 2019 là bao nhiêu phần trăm?,"subtract(2600, 2487), divide(#0, 2487)",0.04544,"subtract(2600, 2487), divide(#0, 2487), multiply(#0, 100)","subtract(2600, 2487), divide(#0, 2487), multiply(#0, 100)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QB6,Tính phần trăm thay đổi ROE từ năm 2018 đến 2020 dự báo.,"subtract(18.9, 15.5), divide(#0, 15.5)",0.21935,"subtract(18.9, 15.5), divide(#0, 15.5), multiply(#0, 100)","subtract(18.9, 15.5), divide(#0, 15.5)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QB6,Tỷ suất cổ tức của PME cao nhất từ năm 2015 đến năm 2019F là bao nhiêu?,"table_max(Tỷ suất cổ tức (%), none)",0.49,"**
```plaintext
table_max(Tỷ suất cổ tức (%), none)
```

**","table_max(Tỷ suất cổ tức (%), none)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QB4,Tỷ lệ biên lợi nhuận gộp chung năm 2020 dự báo so với năm 2019 là bao nhiêu phần trăm?,"divide(23.6, 20.5)",1.15122,"subtract(23.6, 20.5), divide(#0, 20.5), multiply(#0, 100)","subtract(23.6, 20.5), divide(#0, 20.5), multiply(#0, 100)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB8,Tính tổng dự phòng trong quý 3 năm 2020 và quý 4 năm 2020.,"add(5758, 3838)",9596.0,"add(5758, 3838)","add(5758, 3838)"
UNP/2018/page_74.pdf-3,Tỷ lệ phần trăm của tổng số khoản thanh toán thuê tài chính tối thiểu đến hạn trong năm 2021 là bao nhiêu?,"divide(159, 898)",0.17706,"add(303, 159), divide(159, #0)","add(303, 159), divide(159, #0)"
ETR/2003/page_157.pdf-2,Phần nào trong tổng số nhân viên của Entergy được tuyển dụng tại các hoạt động của Entergy?,"divide(2902, 14773)",0.19644,"divide(2902, 14773)","divide(2902, 14773)"
JPM/2015/page_137.pdf-4,"Trong năm 2007, tỷ lệ phần trăm của tổng số tiền ký quỹ ròng từ các công cụ phái sinh tín dụng là bao nhiêu?","divide(1423, 59677)",0.02385,"divide(1423, 43097), multiply(#0, 100)","divide(1423, 43097), multiply(#0, 100)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA7,"Dựa trên dự báo cho năm 2020, tỷ suất lợi nhuận ròng (lãi ròng/doanh thu) là bao nhiêu?","divide(331, 3243)",0.10207,"divide(331, 3243)
```

Now, let's calculate the","divide(331, 3243)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QB4,"So sánh EPS năm 2020 với năm 2019, EPS năm 2020 tăng hay giảm bao nhiêu phần trăm?","subtract(5924, 4830), divide(#0, 4830)",0.2265,"subtract(5924, 4830), divide(#0, 4830)","subtract(5924, 4830), divide(#0, 4830)"
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QA2,"Giá trị cổ phiếu tính theo phương pháp P/E là bao nhiêu, dựa trên EPS 2020 và hệ số P/E?","multiply(2175, 5.5)",11962.5,"multiply(2175, 5.5)","multiply(2175, 5.5)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA2,"vào cuối năm 2019, khoản phải trả người bán chiếm bao nhiêu phần trăm trong tổng nợ ngắn hạn của ppc?","divide(733, 1284)",0.57087,"divide(733, 1284), multiply(#0, 100)
```

Now, let's calculate the","divide(733, 1284)"
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QA7,chi phí tăng thêm 15 tỷ đồng. Con số này chiếm bao nhiêu phần trăm trong Lợi nhuận hoạt động (OP) dự phóng cho năm 2019?,"divide(15, 766)",0.01958,"divide(15, 766), multiply(#0, 100)","divide(15, 766), multiply(#0, 100)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB6,"So sánh P/E của năm 2019 và dự báo năm 2020, mức giảm là bao nhiêu?","subtract(9.8, 8.1)",1.7,"subtract(9.8, 8.1)","subtract(9.8, 8.1)"
FIS/2016/page_9.pdf-4,Phân khúc GFS chiếm bao nhiêu phần trăm trong tổng doanh thu hợp nhất năm 2015?,"divide(2360, 6596)",0.35779,"divide(2360, 6596)","divide(2360, 6596)"
BLK/2015/page_124.pdf-2,"Giá trị chi phí thuê và một số chi phí thiết bị văn phòng theo các hợp đồng thuê, trong khoảng thời gian từ 2013 đến 2015 là bao nhiêu? Tính bằng triệu đô la.","add(136, 132), add(#0, 137)",405.0,"add(136, 132), add(#0, 137)","add(136, 132), add(#0, 137)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB2,Tính tỷ lệ tăng trưởng lợi nhuận sau thuế (Lãi ròng) từ năm 2018 đến năm 2019.,"subtract(182, 134), divide(#0, 134)",0.35821,"subtract(182, 134), divide(#0, 134)
```

Kết quả sẽ là:

```plaintext","subtract(182, 134), divide(#0, 134)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QB7,Giá trị ròng của công ty (tổng giá trị doanh nghiệp trừ nợ vay) là bao nhiêu triệu đồng?,"subtract(2494125, 1070451)",1423674.0,"subtract(2494125, 1070451)","subtract(2494125, 1070451)"
PPG/2018/page_85.pdf-2,Tỷ lệ tăng phần trăm trong dự phòng môi trường crôm New Jersey năm 2018 là bao nhiêu?,"subtract(151, 136), divide(#0, 136)",0.11029,,...
JPM/2018/page_90.pdf-6,"Trong năm 2017, tỷ lệ phần trăm thu nhập lãi ròng của thị trường CIB so với tổng thu nhập lãi được quản lý là bao nhiêu?","divide(4630, 46780)",0.09897,"divide(4630, 51410), multiply(#0, 100)
```

Kết quả là:
```plaintext","divide(4630, 51410)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QB3,Tỷ lệ tăng ROE của PPC từ năm 2016 đến năm 2019 là bao nhiêu phần trăm?,"subtract(21.81, 10.04), divide(#0, 10.04)",1.17231,"subtract(21.81, 10.04), divide(#0, 10.04), multiply(#0, 100)
```

Now, let's calculate the","subtract(21.81, 10.04), divide(#0, 10.04), multiply(#0, 100)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QB4,Tính mức tăng tuyệt đối của EPS từ năm 2019 đến năm 2020 dự báo là bao nhiêu đồng?,"subtract(1659, 1242)",417.0,"subtract(1659, 1242)","subtract(1659, 1242)"
UAA/2016/page_42.pdf-3,Tỷ lệ phần trăm thay đổi tồn kho từ năm 2015 đến 2016 là bao nhiêu?,"subtract(917491, 783031), divide(#0, 783031)",0.17172,"subtract(917491, 783031), divide(#0, 783031), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(917491, 783031), divide(#0, 783031)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB1,Doanh thu của HPG trong năm 2020 dự kiến tăng bao nhiêu phần trăm so với năm 2019?,"subtract(95362, 63658), divide(#0, 63658)",0.49804,"subtract(95362, 63658), divide(#0, 63658)
```

Now, let's calculate the","subtract(95362, 63658), divide(#0, 63658)"
ADBE/2008/page_89.pdf-1,Thay đổi ròng trong tổng nợ phải trả cho các lợi ích thuế chưa được công nhận trong năm 2008 là bao nhiêu?,"subtract(139549, 201808)",-62259.0,"subtract(139549, 201808)","subtract(139549, 201808)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA3,Tính tổng doanh thu từ năm 2015 đến năm 2019.,"add(1884, 2162), add(#0, 2497), add(#1, 2856), add(#2, 3252)",12651.0,"add(1884, 2162), add(#0, 2497), add(#0, 2856), add(#0, 3252)","add(1884, 2162), add(#0, 2497), add(#0, 2856), add(#0, 3252)"
masvn/2020/2020145-VN_POW_Update_BUY_MAS_20201103VN/page_1_QA8,Tỷ suất sinh lời trên vốn chủ sở hữu (ROE) thấp nhất trong giai đoạn được trình bày là bao nhiêu ?,"table_min(ROE (%), none)",0.065,"table_min(ROE (%), none)","table_min(ROE (%), none)"
SNA/2013/page_84.pdf-3,"Trong năm 2013, bao nhiêu phần trăm các khoản phải thu thương mại và các khoản phải thu khác được xem là các khoản phải thu nghi ngờ?","divide(14.9, 546.5)",0.02726,"divide(-14.9, 531.6)","divide(-14.9, 531.6)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA3,"dựa trên kết quả quý 1 năm 2019, tổng doanh thu kế hoạch cho cả năm 2019 là bao nhiêu?","divide(25017, 23.1%)",108298.7013,"```
add(1, 0.231), multiply(25017, #0)","add(1, 0.231), multiply(25017, #0)"
INTC/2015/page_41.pdf-2,Tỷ lệ phần trăm diện tích sở hữu (tính bằng triệu feet vuông) của các cơ sở tại Hoa Kỳ so với tổng diện tích các cơ sở sở hữu là bao nhiêu?,"divide(30.7, 47.9)",0.64092,"divide(30.7, 47.9)","divide(30.7, 47.9)"
TFX/2015/page_89.pdf-3,tổng chi phí tái cấu trúc sẽ là bao nhiêu nếu không bao gồm các năm trước năm 2014?,"add(170, 7819)",7989.0,"subtract(7819, 377)","subtract(7819, 377)"
CME/2017/page_89.pdf-1,Sự biến động giữa tỷ lệ chi phí thuế hiệu quả và tỷ lệ thuế liên bang Hoa Kỳ theo luật định trong năm 2016 là gì?,"subtract(35%, 32.9%)",0.021,"subtract(35.0, 32.9)","subtract(35.0, 32.9)"
AMT/2016/page_49.pdf-3,tỷ lệ tăng trưởng giá cổ phiếu từ giá trị cao nhất trong quý kết thúc ngày 31 tháng 12 năm 2016 đến giá đóng cửa ngày 17 tháng 2 năm 2017 là bao nhiêu?,"subtract(108.11, 118.09), divide(#0, 118.09)",-0.08451,"subtract(108.11, 118.09), divide(#0, 118.09)","subtract(108.11, 118.09), divide(#0, 118.09)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QB10,Tỷ lệ cổ tức trên thị giá năm 2021 dự báo thay đổi bao nhiêu phần trăm so với năm 2019?,"subtract(3.9, 7.6), divide(#0, 7.6)",-0.48684,"subtract(3.9, 7.6), divide(#0, 7.6)","subtract(3.9, 7.6), divide(#0, 7.6)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA1,tỷ lệ thay đổi doanh thu từ năm 2018 đến năm 2019 là bao nhiêu?,"subtract(2115, 2345), divide(#0, 2345)",-0.09808,"subtract(2115, 2345), divide(#0, 2345)
```

Kết quả sẽ là:

```plaintext","subtract(2115, 2345), divide(#0, 2345)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA5,Doanh thu quý 1/2020 chiếm bao nhiêu phần trăm trong tổng doanh thu dự báo cho cả năm 2020?,"divide(671, 2147)",0.31253,"divide(671, 2147)","divide(671, 2147)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB6,"So sánh tỷ lệ lợi nhuận trên tổng tài sản (ROA) quý 3 năm 2020 với quý 3 năm 2019, mức chênh lệch là bao nhiêu?","subtract(0.6, 0.5)",0.1,"subtract(0.6, 0.5)","subtract(0.6, 0.5)"
DISCA/2011/page_49.pdf-4,Cổ phiếu loại B có vượt trội hơn cổ phiếu loại A dựa trên tổng lợi nhuận 5 năm không?,"greater(217.56, 296.67)",no,"add(102.53, 222.09), add(#0, 301.96), add(#0, 296.67)
program: add(78.53, 162.82), add(#0, 225.95), add(#0, 217.56)
```

**Kết quả:**

```plaintext","add(102.53, 222.09), add(#0, 301.96), add(#0, 296.67)"
GIS/2017/page_31.pdf-1,"Trong năm 2017, tỷ lệ phần trăm của tổng các khoản thanh toán tiền mặt ước tính trong tương lai theo các nghĩa vụ hợp đồng hiện có liên quan đến nợ dài hạn đến hạn trong năm 2018 là bao nhiêu?","divide(604.2, 8290.6)",0.07288,"divide(604.2, 3112.0)","divide(604.2, 3112.0)"
WRK/2018/page_107.pdf-2,"Tổng số dư năm 2018 là bao nhiêu, nếu công ty bao gồm cả các khoản lãi và phạt?","subtract(127.1, 70.4)",56.7,"add(127.1, 70.4)","add(127.1, 70.4)"
LMT/2016/page_49.pdf-1,Tỷ lệ tăng trưởng doanh thu thuần từ năm 2015 đến năm 2016 là bao nhiêu?,"subtract(6608, 6770), divide(#0, 6770)",-0.02393,"subtract(6608, 6770), divide(#0, 6770)
```

Tính toán kết quả:

1. `subtract(6608, 6770) = -162`
2. `divide(-162, 6770) ≈ -0.0239`

Do đó, tỷ lệ tăng trưởng doanh thu thuần từ năm 2015 đến năm 2016 là khoảng -0.0239, tương đương với -2.39%.

```plaintext","subtract(6608, 6770), divide(#0, 6770)"
UPS/2012/page_32.pdf-4,lợi tức đầu tư (ROI) của khoản đầu tư vào UPS từ năm 2008 đến 2009 là bao nhiêu?,"subtract(86.42, 80.20), divide(#0, 80.20)",0.07756,"subtract(86.42, 80.20), divide(#0, 80.20), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(86.42, 80.20), divide(#0, 80.20)
```

Kết quả sẽ là:

```plaintext"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB1,Doanh thu của DHC tăng bao nhiêu phần trăm từ năm 2018 đến năm 2019?,"subtract(1430, 927), divide(#0, 927)",0.54261,"subtract(1430, 927), divide(#0, 927), multiply(#0, 100)","subtract(1430, 927), divide(#0, 927)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA2,phần trăm thay đổi của lợi nhuận sau thuế (LNST) từ năm 12/18 đến 12/19F là bao nhiêu?,"subtract(307, 309), divide(#0, 309)",-0.00647,"subtract(307, 309), divide(#0, 309), multiply(#0, 100)
```

The answer, rounded to four decimal places, is:

```plaintext","subtract(307, 309), divide(#0, 309), multiply(#0, 100)"
BLL/2006/page_67.pdf-2,Tài sản cố định chiếm bao nhiêu phần trăm trong tổng tài sản ròng đã mua cho các thương vụ mua lại Can và Alcan?,"divide(239.5, 802.6)",0.29841,"divide(239.5, 802.6)","divide(239.5, 802.6)"
D/2002/page_87.pdf-1,"Các khoản thanh toán ước tính theo các cam kết về đường ống dẫn khí tự nhiên và công suất lưu trữ trong ba năm tới tổng cộng là bao nhiêu, tính bằng triệu?","add(34, 23), add(13, #0)",70.0,"add(34, 23), add(#0, 13)","add(34, 23), add(#0, 13)"
MO/2014/page_62.pdf-2,Cổ phiếu bị hạn chế và cổ phiếu hoãn lại được cấp quyền trong năm 2014 chiếm bao nhiêu phần trăm lợi nhuận ròng thuộc về Altria Group Inc. trong năm 2014?,"divide(86, 5070)",0.01696,"divide(12, 5070)
```

Kết quả sẽ là tỷ lệ phần trăm của lợi nhuận đã phân bổ cho cổ phiếu hạn chế và cổ phiếu trả sau chưa được hưởng so với lợi nhuận ròng thuộc về Altria Group Inc. năm 2014:

```plaintext","divide(12, 5070)"
APD/2016/page_40.pdf-2,"Xét các năm 2014-2016, thu nhập hoạt động trung bình là bao nhiêu?","table_average(thu nhập hoạt động, none)",822.06667,"table_average(thu nhập hoạt động, none)","table_average(thu nhập hoạt động, none)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA5,tỷ suất sinh lợi trên vốn chủ sở hữu (roe) đã thay đổi như thế nào từ năm 2017 đến năm 2018?,"subtract(20.18, 16.01)",4.17,"subtract(20.18, 16.01), divide(#0, 16.01)","subtract(20.18, 16.01), divide(#0, 16.01)"
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB1,Doanh thu (Revenue) lớn nhất của công ty trong giai đoạn năm 2017 là bao nhiêu VNDbn?,"table_max(Revenue (VNDbn), none)",4063.0,"table_max(Revenue (VNDbn), none)","table_max(Revenue (VNDbn), none)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA7,Biên lợi nhuận ròng cho quý 1 năm 2019 là bao nhiêu phần trăm.,"divide(1041, 25017)",0.04161,"divide(1341, 25017), multiply(#0, 100)
```

Calculating the result:

\[
\text{Net Profit Margin} = \left(\frac{1341}{25017}\right) \times 100 \approx 5.36
\]

Thus, the answer is:

```plaintext","multiply(divide(1341, 25017), 100)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA5,tính tổng số cửa hàng của công ty vào đầu năm 2019.,"subtract(2266, 79)",2187.0,"```plaintext
subtract(2266, 79)","subtract(2266, 79)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QB3,Lợi nhuận thuần từ hoạt động kinh doanh (LN thuần từ HĐKD) trong quý 1 năm 2019 tăng bao nhiêu phần trăm so với quý 1 năm 2018?,"subtract(1.331, 1.039), divide(#0, 1.039)",0.28104,"subtract(1331, 1039), divide(#0, 1039)
```

Calculating the values:

1. Subtract the old value from the new value: \(1331 - 1039 = 292\)
2. Divide the result by the old value: \(\frac{292}{1039} \approx 0.2809\)

Convert this to a percentage:

\[
0.2809 \times 100 = 28.09\%
\]

Thus, the answer is:

```plaintext","subtract(1331, 1039), divide(#0, 1039)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA3,"chênh lệch giữa lợi nhuận sau thuế cao nhất và thấp nhất trong toàn bộ giai đoạn được ghi nhận trong bảng là bao nhiêu tỷ đồng?
","table_max(Lợi nhuận sau thuế (tỷ đồng), none), table_min(Lợi nhuận sau thuế (tỷ đồng), none), subtract(#0, #1)",23978.0,"table_max(Lợi nhuận sau thuế (tỷ đồng), none), table_min(Lợi nhuận sau thuế (tỷ đồng), none), subtract(#0, #1)","table_max(Lợi nhuận sau thuế (tỷ đồng), none), table_min(Lợi nhuận sau thuế (tỷ đồng), none), subtract(#0, #1)"
masvn/2020/2020169-VHMQ32020/page_1_QA2,Tổng lợi nhuận hoạt động dự kiến từ năm 2020 đến 2022 là bao nhiêu tỷ đồng?,"add(36609, 41879), add(#0, 47268)",125756.0,"add(36609, 41879), add(#0, 47268)","add(36609, 41879), add(#0, 47268)"
